instant,dteday,yr,mnth,weekday,is_holiday,is_weekend,workingday,season,weather_code,t1,t2,hum,wind_speed,cnt,n_hours_recorded
363,2016-01-01,2016,1,5,1.0,0.0,0,3.0,1.0,6.5,3.7291666666666665,82.5,16.729166666666668,9797,24
364,2016-01-02,2016,1,6,0.0,1.0,0,3.0,7.0,10.5,9.395833333333334,87.02083333333333,21.604166666666668,7195,24
365,2016-01-03,2016,1,0,0.0,1.0,0,3.0,7.0,8.645833333333334,6.354166666666667,83.5,16.1875,4869,24
366,2016-01-04,2016,1,1,0.0,0.0,1,3.0,2.0,8.875,7.041666666666667,82.5625,12.5,20533,24
367,2016-01-05,2016,1,2,0.0,0.0,1,3.0,2.0,8.979166666666666,7.895833333333333,85.66666666666667,8.4375,22805,24
368,2016-01-06,2016,1,3,0.0,0.0,1,3.0,3.0,7.041666666666667,5.958333333333333,90.29166666666669,6.541666666666667,23038,24
369,2016-01-07,2016,1,4,0.0,0.0,1,3.0,7.0,7.958333333333333,4.604166666666667,76.0625,24.229166666666668,18083,24
370,2016-01-08,2016,1,5,0.0,0.0,1,3.0,2.0,7.354166666666667,5.083333333333333,77.9375,12.645833333333334,20762,24
371,2016-01-09,2016,1,6,0.0,1.0,0,3.0,7.0,9.666666666666666,8.145833333333334,81.3125,18.041666666666668,11583,24
372,2016-01-10,2016,1,0,0.0,1.0,0,3.0,1.0,7.25,4.166666666666667,75.375,18.916666666666668,14320,24
373,2016-01-11,2016,1,1,0.0,0.0,1,3.0,3.0,7.041666666666667,4.229166666666667,82.60416666666667,16.520833333333332,21092,24
374,2016-01-12,2016,1,2,0.0,0.0,1,3.0,7.0,6.1875,1.8333333333333333,77.95833333333333,27.8125,22799,24
375,2016-01-13,2016,1,3,0.0,0.0,1,3.0,1.0,5.833333333333333,2.4791666666666665,71.47916666666667,18.104166666666668,24586,24
376,2016-01-14,2016,1,4,0.0,0.0,1,3.0,2.0,4.479166666666667,-0.2083333333333333,73.02083333333333,25.9375,22186,24
377,2016-01-15,2016,1,5,0.0,0.0,1,3.0,2.0,4.0,-0.2916666666666667,70.02083333333333,21.4375,22446,24
378,2016-01-16,2016,1,6,0.0,1.0,0,3.0,1.0,3.1041666666666665,0.5625,75.625,9.5625,16091,24
379,2016-01-17,2016,1,0,0.0,1.0,0,3.0,26.0,2.958333333333333,0.75,80.3125,9.0625,11762,24
380,2016-01-18,2016,1,1,0.0,0.0,1,3.0,2.0,2.9375,0.125,75.375,11.4375,22762,24
381,2016-01-19,2016,1,2,0.0,0.0,1,3.0,1.0,1.3125,0.9583333333333334,68.52083333333333,2.770833333333333,23819,24
382,2016-01-20,2016,1,3,0.0,0.0,1,3.0,1.0,1.5625,0.3541666666666667,77.41666666666667,5.416666666666667,23800,24
