instant,dteday,yr,mnth,weekday,is_holiday,is_weekend,workingday,season,weather_code,t1,t2,hum,wind_speed,cnt,n_hours_recorded
1,2015-01-04,2015,1,0,0.0,1.0,0,3.0,3.0,2.4791666666666665,0.6458333333333334,94.27083333333331,7.5,9234,24
2,2015-01-05,2015,1,1,0.0,0.0,1,3.0,3.0,8.041666666666666,6.708333333333333,80.3125,8.854166666666666,20372,24
3,2015-01-06,2015,1,2,0.0,0.0,1,3.0,1.0,7.854166666666667,5.333333333333333,78.89583333333333,16.0,20613,24
4,2015-01-07,2015,1,3,0.0,0.0,1,3.0,2.0,7.456521739130435,4.5,78.1086956521739,19.76086956521739,21064,23
5,2015-01-08,2015,1,4,0.0,0.0,1,3.0,7.0,9.75,7.791666666666667,79.3125,20.479166666666668,15601,24
6,2015-01-09,2015,1,5,0.0,0.0,1,3.0,3.0,12.729166666666666,12.333333333333334,74.85416666666667,32.916666666666664,22104,24
7,2015-01-10,2015,1,6,0.0,1.0,0,3.0,3.0,10.479166666666666,8.708333333333334,66.125,34.3125,14709,24
8,2015-01-11,2015,1,0,0.0,1.0,0,3.0,1.0,6.645833333333333,2.458333333333333,67.58333333333333,26.5625,14575,24
9,2015-01-12,2015,1,1,0.0,0.0,1,3.0,7.0,11.125,9.75,76.58333333333333,28.1875,17199,24
10,2015-01-13,2015,1,2,0.0,0.0,1,3.0,7.0,8.604166666666666,6.083333333333333,75.8125,21.20833333333333,24697,24
11,2015-01-14,2015,1,3,0.0,0.0,1,3.0,2.0,6.5,2.4791666666666665,67.125,25.75,23565,24
12,2015-01-15,2015,1,4,0.0,0.0,1,3.0,2.0,8.833333333333334,5.625,66.45833333333333,31.166666666666668,22968,24
13,2015-01-16,2015,1,5,0.0,0.0,1,3.0,1.0,5.791666666666667,2.5416666666666665,66.22916666666667,17.458333333333332,22663,24
14,2015-01-17,2015,1,6,0.0,1.0,0,3.0,1.0,3.7916666666666665,0.5625,75.10416666666667,13.583333333333334,15268,24
15,2015-01-18,2015,1,0,0.0,1.0,0,3.0,7.0,3.395833333333333,1.9166666666666667,84.33333333333333,6.979166666666667,13199,24
16,2015-01-19,2015,1,1,0.0,0.0,1,3.0,3.0,2.4166666666666665,0.7916666666666666,80.0,6.1875,23034,24
17,2015-01-20,2015,1,2,0.0,0.0,1,3.0,1.0,2.0625,-0.1666666666666666,81.95833333333333,9.166666666666666,23247,24
18,2015-01-21,2015,1,3,0.0,0.0,1,3.0,4.0,3.0416666666666665,-0.375,84.27083333333333,14.729166666666666,22782,24
19,2015-01-22,2015,1,4,0.0,0.0,1,3.0,3.0,2.583333333333333,1.0416666666666667,74.47916666666667,6.729166666666667,23278,24
20,2015-01-23,2015,1,5,0.0,0.0,1,3.0,1.0,2.708333333333333,-0.0208333333333333,79.41666666666667,12.416666666666666,21892,24
21,2015-01-24,2015,1,6,0.0,1.0,0,3.0,1.0,5.708333333333333,2.333333333333333,72.72916666666667,18.0625,17539,24
22,2015-01-25,2015,1,0,0.0,1.0,0,3.0,3.0,5.520833333333333,2.3125,77.375,16.166666666666668,15094,24
23,2015-01-26,2015,1,1,0.0,0.0,1,3.0,3.0,8.5625,5.729166666666667,75.20833333333333,18.95833333333333,22710,24
24,2015-01-27,2015,1,2,0.0,0.0,1,3.0,1.0,6.958333333333333,4.145833333333333,72.375,15.291666666666666,25000,24
25,2015-01-28,2015,1,3,0.0,0.0,1,3.0,1.0,6.979166666666667,2.9166666666666665,71.02083333333333,29.14583333333333,21536,24
26,2015-01-29,2015,1,4,0.0,0.0,1,3.0,2.0,3.7708333333333335,-1.25,73.52083333333333,26.5625,21275,24
27,2015-01-30,2015,1,5,0.0,0.0,1,3.0,3.0,3.9791666666666665,0.1875,77.08333333333333,17.479166666666668,21171,24
28,2015-01-31,2015,1,6,0.0,1.0,0,3.0,7.0,3.4166666666666665,-0.9166666666666666,77.91666666666667,20.125,10250,24
29,2015-02-01,2015,2,0,0.0,1.0,0,3.0,3.0,3.7916666666666665,-0.8958333333333334,67.0,24.77083333333333,11305,24
30,2015-02-02,2015,2,1,0.0,0.0,1,3.0,1.0,1.25,-2.395833333333333,64.85416666666667,12.625,21640,24
31,2015-02-03,2015,2,2,0.0,0.0,1,3.0,3.0,2.1666666666666665,-1.0416666666666667,85.5,11.833333333333334,19869,24
32,2015-02-04,2015,2,3,0.0,0.0,1,3.0,3.0,2.875,-0.5208333333333334,80.6875,14.125,21850,24
33,2015-02-05,2015,2,4,0.0,0.0,1,3.0,2.0,2.895833333333333,-0.9166666666666666,78.10416666666667,16.020833333333332,21200,24
34,2015-02-06,2015,2,5,0.0,0.0,1,3.0,2.0,2.6875,-1.6666666666666667,69.85416666666667,19.27083333333333,20955,24
35,2015-02-07,2015,2,6,0.0,1.0,0,3.0,3.0,3.75,1.0208333333333333,83.02083333333333,11.3125,13149,24
36,2015-02-08,2015,2,0,0.0,1.0,0,3.0,2.0,5.4375,3.145833333333333,76.20833333333333,10.25,15778,24
